pedido_id,produto_id,produto_categoria,valor
8621,2933,esporte_lazer,41
8622,13178,automotivo,109
8623,9424,informatica_acessorios,59
8624,10481,beleza_saude,420
8625,12329,cama_mesa_banho,109
8626,14335,informatica_acessorios,70
8627,9232,esporte_lazer,105
8628,1003,beleza_saude,6
8629,7529,beleza_saude,33
8630,14174,informatica_acessorios,46
8631,8866,cama_mesa_banho,120
8632,3069,esporte_lazer,99
8633,11317,esporte_lazer,89
8634,6782,cama_mesa_banho,69
8635,6168,cama_mesa_banho,101
8636,8257,moveis_decoracao,189
8637,2307,moveis_decoracao,299
8638,4367,cama_mesa_banho,59
8639,6392,utilidades_domesticas,16
8640,13083,utilidades_domesticas,58
8641,6819,utilidades_domesticas,169
8642,10951,utilidades_domesticas,265
8643,14771,moveis_decoracao,49
8644,14815,beleza_saude,36
8645,5044,utilidades_domesticas,25
8646,5780,esporte_lazer,107
8647,3910,esporte_lazer,65
8648,853,beleza_saude,19
8649,876,automotivo,49
8650,1124,utilidades_domesticas,129
8651,5592,informatica_acessorios,19
8652,6228,beleza_saude,110
8653,5125,informatica_acessorios,179
8654,15097,beleza_saude,150
8655,346,moveis_decoracao,54
8656,10210,esporte_lazer,149
8657,11359,beleza_saude,449
8658,8069,moveis_decoracao,78
8659,14943,informatica_acessorios,149
8660,5197,automotivo,28
8661,16398,informatica_acessorios,159
8662,1971,cama_mesa_banho,99
8663,5063,cama_mesa_banho,59
8664,1993,esporte_lazer,159
8665,13095,beleza_saude,240
8666,3573,moveis_decoracao,299
8667,13827,cama_mesa_banho,31
8668,16845,moveis_decoracao,39
8669,16043,automotivo,43
8670,16222,cama_mesa_banho,79
8671,11793,automotivo,53
8672,11932,cama_mesa_banho,89
8673,6631,automotivo,89
8674,12973,automotivo,177
8675,4184,cama_mesa_banho,49
8676,6716,esporte_lazer,139
8677,10540,esporte_lazer,106
8678,4191,cama_mesa_banho,159
8679,9314,automotivo,139
8680,10144,esporte_lazer,45
8681,10241,automotivo,69
8682,7849,automotivo,119
8683,9105,cama_mesa_banho,205
8684,16416,informatica_acessorios,12
8685,4717,moveis_decoracao,24
8686,15911,moveis_decoracao,249
8687,3673,cama_mesa_banho,244
8688,16031,informatica_acessorios,24
8689,1116,cama_mesa_banho,17
8690,16446,utilidades_domesticas,59
8691,131,esporte_lazer,49
8692,11596,informatica_acessorios,105
8693,6770,moveis_decoracao,79
8694,16774,informatica_acessorios,19
8695,655,moveis_decoracao,46
8696,1471,esporte_lazer,49
8697,13243,utilidades_domesticas,29
8698,4698,beleza_saude,29
8699,15239,esporte_lazer,169
8700,6223,utilidades_domesticas,66
8701,13042,esporte_lazer,56
8702,1384,cama_mesa_banho,50
8703,8523,moveis_decoracao,16
8704,3336,beleza_saude,49
8705,10492,beleza_saude,18
8706,6838,moveis_decoracao,75
8707,6838,moveis_decoracao,75
8708,8010,cama_mesa_banho,114
8709,298,informatica_acessorios,49
8710,16318,cama_mesa_banho,79
8711,14270,utilidades_domesticas,262
8712,14372,esporte_lazer,69
8713,3336,beleza_saude,49
8714,5604,cama_mesa_banho,60
8715,16269,cama_mesa_banho,271
8716,6106,utilidades_domesticas,42
8717,11666,automotivo,64
8718,14094,informatica_acessorios,35
8719,14944,moveis_decoracao,39
8720,10237,cama_mesa_banho,138
8721,16564,beleza_saude,60
8722,2475,cama_mesa_banho,39
8723,14171,automotivo,59
8724,15533,informatica_acessorios,69
8725,781,utilidades_domesticas,15
8726,3893,beleza_saude,19
8727,925,utilidades_domesticas,59
8728,9777,beleza_saude,349
8729,8073,moveis_decoracao,59
8730,10417,moveis_decoracao,99
8731,2963,beleza_saude,79
8732,5754,moveis_decoracao,89
8733,9275,utilidades_domesticas,72
8734,9138,informatica_acessorios,20
8735,2429,informatica_acessorios,38
8736,4940,cama_mesa_banho,89
8737,3723,moveis_decoracao,105
8738,15363,informatica_acessorios,31
8739,16137,beleza_saude,90
8740,10997,informatica_acessorios,78
8741,1362,moveis_decoracao,72
8742,11196,moveis_decoracao,58
8743,466,esporte_lazer,39
8744,7308,informatica_acessorios,89
8745,2768,utilidades_domesticas,39
8746,16512,esporte_lazer,14
8747,5033,esporte_lazer,149
8748,15185,automotivo,117
8749,16244,utilidades_domesticas,79
8750,3334,cama_mesa_banho,124
8751,16853,informatica_acessorios,34
8752,6838,moveis_decoracao,75
8753,14567,esporte_lazer,120
8754,13577,beleza_saude,110
8755,9364,esporte_lazer,179
8756,6412,cama_mesa_banho,79
8757,9739,esporte_lazer,39
8758,2775,cama_mesa_banho,119
8759,5804,moveis_decoracao,249
8760,4192,informatica_acessorios,134
8761,10997,informatica_acessorios,109
8762,16446,utilidades_domesticas,59
8763,7140,beleza_saude,61
8764,3904,automotivo,45
8765,8254,esporte_lazer,67
8766,6990,moveis_decoracao,44
8767,13171,beleza_saude,24
8768,14195,moveis_decoracao,150
8769,15027,informatica_acessorios,190
8770,13273,moveis_decoracao,113
8771,8357,esporte_lazer,36
8772,4886,esporte_lazer,180
8773,2218,utilidades_domesticas,50
8774,6687,cama_mesa_banho,69
8775,14943,informatica_acessorios,149
8776,6328,informatica_acessorios,30
8777,9583,utilidades_domesticas,33
8778,1358,moveis_decoracao,118
8779,942,beleza_saude,122
8780,1992,informatica_acessorios,179
8781,1046,informatica_acessorios,89
8782,8300,informatica_acessorios,99
8783,14267,cama_mesa_banho,28
8784,14570,cama_mesa_banho,13
8785,8994,esporte_lazer,34
8786,8024,informatica_acessorios,145
8787,11872,esporte_lazer,129
8788,627,informatica_acessorios,30
8789,16846,esporte_lazer,42
8790,9440,esporte_lazer,59
8791,7464,automotivo,39
8792,8093,informatica_acessorios,28
8793,10533,moveis_decoracao,230
8794,11440,moveis_decoracao,158
8795,12646,utilidades_domesticas,40
8796,11892,informatica_acessorios,21
8797,16023,cama_mesa_banho,79
8798,5843,esporte_lazer,113
8799,5779,automotivo,198
8800,9282,esporte_lazer,46
8801,11950,utilidades_domesticas,99
8802,12189,moveis_decoracao,69
8803,6759,esporte_lazer,148
8804,12979,cama_mesa_banho,90
8805,6692,informatica_acessorios,56
8806,12885,esporte_lazer,51
8807,10727,beleza_saude,86
8808,13180,automotivo,93
8809,14218,beleza_saude,49
8810,15297,cama_mesa_banho,154
8811,14573,esporte_lazer,128
8812,16641,automotivo,33
8813,102,esporte_lazer,65
8814,14988,cama_mesa_banho,189
8815,1361,moveis_decoracao,59
8816,2035,automotivo,139
8817,6270,beleza_saude,180
8818,1915,automotivo,27
8819,12879,utilidades_domesticas,82
8820,9424,informatica_acessorios,59
8821,2963,beleza_saude,89
8822,5618,automotivo,139
8823,15045,informatica_acessorios,320
8824,3391,moveis_decoracao,59
8825,15185,automotivo,117
8826,97,cama_mesa_banho,24
8827,5839,cama_mesa_banho,99
8828,10799,automotivo,25
8829,11138,cama_mesa_banho,84
8830,5176,utilidades_domesticas,84
8831,2963,beleza_saude,89
8832,11655,beleza_saude,25
8833,1456,esporte_lazer,159
8834,15097,beleza_saude,150
8835,15310,cama_mesa_banho,199
8836,1967,moveis_decoracao,99
8837,15950,cama_mesa_banho,109
8838,13789,moveis_decoracao,166
8839,131,esporte_lazer,45
8840,3552,informatica_acessorios,339
8841,9311,utilidades_domesticas,24
8842,3899,beleza_saude,82
8843,8151,cama_mesa_banho,49
8844,13490,cama_mesa_banho,89
8845,16305,esporte_lazer,229
8846,4228,informatica_acessorios,119
8847,1286,cama_mesa_banho,16
8848,15905,automotivo,175
8849,8185,informatica_acessorios,180
8850,8209,beleza_saude,339
8851,12336,cama_mesa_banho,21
8852,16817,beleza_saude,99
8853,6838,moveis_decoracao,69
8854,5900,esporte_lazer,58
8855,8751,moveis_decoracao,39
8856,15303,utilidades_domesticas,179
8857,2471,utilidades_domesticas,39
8858,14988,cama_mesa_banho,195
8859,6838,moveis_decoracao,75
8860,2609,automotivo,44
8861,9861,esporte_lazer,45
8862,14829,automotivo,49
8863,1757,esporte_lazer,1299
8864,6461,beleza_saude,249
8865,8509,automotivo,209
8866,11458,cama_mesa_banho,49
8867,15444,moveis_decoracao,120
8868,7501,esporte_lazer,29
8869,4263,cama_mesa_banho,79
8870,955,cama_mesa_banho,35
8871,942,beleza_saude,119
8872,14943,informatica_acessorios,149
8873,16680,beleza_saude,89
8874,6572,utilidades_domesticas,20
8875,3333,utilidades_domesticas,69
8876,4734,automotivo,101
8877,8278,automotivo,137
8878,9618,cama_mesa_banho,56
8879,6487,utilidades_domesticas,52
8880,13133,moveis_decoracao,101
8881,2228,beleza_saude,110
8882,7614,esporte_lazer,110
8883,10161,esporte_lazer,95
8884,2963,beleza_saude,89
8885,2963,beleza_saude,89
8886,509,informatica_acessorios,35
8887,14098,beleza_saude,26
8888,13373,informatica_acessorios,79
8889,2424,esporte_lazer,75
8890,4228,informatica_acessorios,149
8891,6617,cama_mesa_banho,279
8892,6280,cama_mesa_banho,59
8893,12060,beleza_saude,20
8894,5376,automotivo,359
8895,1747,automotivo,56
8896,2656,beleza_saude,93
8897,192,esporte_lazer,84
8898,6448,cama_mesa_banho,39
8899,3589,beleza_saude,440
8900,11178,cama_mesa_banho,38
8901,7402,informatica_acessorios,185
8902,5183,utilidades_domesticas,58
8903,1992,informatica_acessorios,124
8904,16785,moveis_decoracao,59
8905,12352,informatica_acessorios,42
8906,853,beleza_saude,19
8907,1611,esporte_lazer,89
8908,11858,beleza_saude,109
8909,9846,cama_mesa_banho,12
8910,11561,esporte_lazer,194
8911,2081,moveis_decoracao,189
8912,275,cama_mesa_banho,113
8913,14348,cama_mesa_banho,153
8914,10685,cama_mesa_banho,53
8915,14943,informatica_acessorios,149
8916,15810,moveis_decoracao,99
8917,6480,utilidades_domesticas,116
8918,12322,utilidades_domesticas,28
8919,5137,automotivo,159
8920,14145,moveis_decoracao,181
8921,796,moveis_decoracao,48
8922,15427,utilidades_domesticas,68
8923,6223,utilidades_domesticas,79
8924,13985,informatica_acessorios,149
8925,9821,informatica_acessorios,67
8926,1831,cama_mesa_banho,89
8927,6520,esporte_lazer,79
8928,14943,informatica_acessorios,149
8929,1614,moveis_decoracao,69
8930,487,moveis_decoracao,51
8931,10240,informatica_acessorios,59
8932,11831,esporte_lazer,22
8933,12007,cama_mesa_banho,69
8934,12197,utilidades_domesticas,85
8935,2963,beleza_saude,89
8936,123,cama_mesa_banho,99
8937,3617,utilidades_domesticas,95
8938,14912,esporte_lazer,169
8939,10812,beleza_saude,39
8940,14510,informatica_acessorios,89
8941,7457,cama_mesa_banho,74
8942,4701,informatica_acessorios,120
8943,11024,esporte_lazer,209
8944,6838,moveis_decoracao,69
8945,6922,moveis_decoracao,79
8946,7224,moveis_decoracao,11
8947,9635,beleza_saude,414
8948,12656,esporte_lazer,236
8949,15090,automotivo,37
8950,2979,cama_mesa_banho,61
8951,10942,esporte_lazer,129
8952,480,esporte_lazer,33
8953,2640,beleza_saude,69
8954,15816,cama_mesa_banho,122
8955,3269,informatica_acessorios,36
8956,15859,utilidades_domesticas,298
8957,5295,cama_mesa_banho,45
8958,10748,moveis_decoracao,59
8959,12125,moveis_decoracao,199
8960,12874,cama_mesa_banho,89
8961,11875,automotivo,29
8962,4228,informatica_acessorios,149
8963,4814,cama_mesa_banho,58
8964,3209,informatica_acessorios,145
8965,156,cama_mesa_banho,113
8966,11387,moveis_decoracao,14
8967,6956,moveis_decoracao,48
8968,2228,beleza_saude,110
8969,14567,esporte_lazer,120
8970,5516,informatica_acessorios,16
8971,4367,cama_mesa_banho,59
8972,15667,cama_mesa_banho,28
8973,1962,beleza_saude,57
8974,9617,beleza_saude,66
8975,9932,moveis_decoracao,29
8976,1162,informatica_acessorios,49
8977,7239,moveis_decoracao,299
8978,14213,moveis_decoracao,24
8979,3045,beleza_saude,217
8980,4523,utilidades_domesticas,108
8981,4515,esporte_lazer,55
8982,1201,cama_mesa_banho,59
8983,1197,cama_mesa_banho,79
8984,12986,beleza_saude,93
8985,14535,cama_mesa_banho,119
8986,12063,esporte_lazer,59
8987,8185,informatica_acessorios,180
8988,424,informatica_acessorios,49
8989,12859,esporte_lazer,75
8990,4228,informatica_acessorios,119
8991,14380,moveis_decoracao,39
8992,11665,moveis_decoracao,79
8993,2867,cama_mesa_banho,59
8994,9481,esporte_lazer,36
8995,7955,beleza_saude,110
8996,5888,moveis_decoracao,113
8997,13018,cama_mesa_banho,80
8998,4395,cama_mesa_banho,99
8999,833,informatica_acessorios,23
9000,10205,automotivo,169
9001,15651,esporte_lazer,49
9002,538,utilidades_domesticas,29
9003,3176,utilidades_domesticas,299
9004,2746,utilidades_domesticas,26
9005,1731,cama_mesa_banho,45
9006,2721,beleza_saude,44
9007,11934,esporte_lazer,59
9008,10997,informatica_acessorios,84
9009,7140,beleza_saude,64
9010,15952,esporte_lazer,59
9011,7140,beleza_saude,64
9012,364,esporte_lazer,199
9013,1653,utilidades_domesticas,51
9014,8995,utilidades_domesticas,21
9015,3738,moveis_decoracao,79
9016,9,moveis_decoracao,111
9017,14372,esporte_lazer,69
9018,11892,informatica_acessorios,21
9019,4744,automotivo,40
9020,12701,cama_mesa_banho,56
9021,3868,beleza_saude,84
9022,873,cama_mesa_banho,163
9023,4897,moveis_decoracao,75
9024,6572,utilidades_domesticas,13
9025,9794,utilidades_domesticas,99
9026,2630,cama_mesa_banho,219
9027,14654,cama_mesa_banho,56
9028,6838,moveis_decoracao,69
9029,12897,cama_mesa_banho,125
9030,12152,utilidades_domesticas,149
9031,11138,cama_mesa_banho,99
9032,11075,cama_mesa_banho,18
9033,7247,utilidades_domesticas,45
9034,12194,utilidades_domesticas,39
9035,2726,cama_mesa_banho,84
9036,14811,utilidades_domesticas,35
9037,5470,informatica_acessorios,79
9038,13580,automotivo,226
9039,10194,beleza_saude,9
9040,14795,informatica_acessorios,129
9041,1405,beleza_saude,39
9042,3180,esporte_lazer,73
9043,942,beleza_saude,122
9044,4423,utilidades_domesticas,379
9045,8185,informatica_acessorios,180
9046,6627,cama_mesa_banho,64
9047,6649,beleza_saude,34
9048,9499,moveis_decoracao,120
9049,7835,cama_mesa_banho,149
9050,10521,informatica_acessorios,79
9051,15854,esporte_lazer,119
9052,1992,informatica_acessorios,147
9053,826,esporte_lazer,179
9054,7696,informatica_acessorios,24
9055,2119,cama_mesa_banho,44
9056,13178,automotivo,109
9057,131,esporte_lazer,49
9058,2601,esporte_lazer,42
9059,7726,moveis_decoracao,59
9060,4698,beleza_saude,29
9061,894,cama_mesa_banho,49
9062,14943,informatica_acessorios,149
9063,6709,automotivo,28
9064,3470,cama_mesa_banho,24
9065,11108,moveis_decoracao,89
9066,6383,moveis_decoracao,19
9067,13990,beleza_saude,98
9068,8229,esporte_lazer,209
9069,7734,utilidades_domesticas,16
9070,4940,cama_mesa_banho,89
9071,12638,moveis_decoracao,24
9072,267,beleza_saude,49
9073,3164,beleza_saude,66
9074,16698,beleza_saude,159
9075,3290,utilidades_domesticas,83
9076,7749,moveis_decoracao,35
9077,1837,informatica_acessorios,29
9078,4887,informatica_acessorios,580
9079,1214,beleza_saude,229
9080,6612,beleza_saude,867
9081,2819,esporte_lazer,45
9082,9612,moveis_decoracao,35
9083,6479,beleza_saude,82
9084,4940,cama_mesa_banho,86
9085,12220,cama_mesa_banho,142
9086,16329,beleza_saude,121
9087,9267,esporte_lazer,219
9088,5391,esporte_lazer,18
9089,6176,utilidades_domesticas,63
9090,15595,moveis_decoracao,37
9091,11255,cama_mesa_banho,58
9092,6392,utilidades_domesticas,16
9093,2494,beleza_saude,99
9094,11081,moveis_decoracao,39
9095,14485,esporte_lazer,69
9096,4940,cama_mesa_banho,89
9097,8300,informatica_acessorios,99
9098,16648,informatica_acessorios,29
9099,6754,esporte_lazer,89
9100,8296,beleza_saude,330
9101,8611,informatica_acessorios,40
9102,9935,beleza_saude,90
9103,12067,automotivo,16
9104,7352,beleza_saude,110
9105,2924,utilidades_domesticas,99
9106,3172,utilidades_domesticas,79
9107,10417,moveis_decoracao,99
9108,10804,esporte_lazer,79
9109,7327,moveis_decoracao,170
9110,15993,esporte_lazer,129
9111,481,informatica_acessorios,49
9112,1029,cama_mesa_banho,656
9113,11335,moveis_decoracao,249
9114,8296,beleza_saude,325
9115,14279,cama_mesa_banho,24
9116,6810,moveis_decoracao,158
9117,12008,moveis_decoracao,37
9118,14877,informatica_acessorios,83
9119,1874,esporte_lazer,19
9120,3957,beleza_saude,110
9121,716,cama_mesa_banho,47
9122,14197,utilidades_domesticas,195
9123,1750,esporte_lazer,99
9124,2360,beleza_saude,239
9125,1505,beleza_saude,58
9126,4421,utilidades_domesticas,92
9127,9681,informatica_acessorios,69
9128,8296,beleza_saude,330
9129,11229,moveis_decoracao,59
9130,11892,informatica_acessorios,20
9131,12938,cama_mesa_banho,173
9132,10673,informatica_acessorios,809
9133,5848,automotivo,89
9134,11138,cama_mesa_banho,92
9135,7270,cama_mesa_banho,75
9136,3772,moveis_decoracao,39
9137,1176,utilidades_domesticas,89
9138,1831,cama_mesa_banho,89
9139,701,informatica_acessorios,79
9140,2096,utilidades_domesticas,26
9141,11726,esporte_lazer,106
9142,12276,moveis_decoracao,139
9143,12386,cama_mesa_banho,57
9144,7061,cama_mesa_banho,69
9145,3731,cama_mesa_banho,99
9146,5138,utilidades_domesticas,69
9147,6200,utilidades_domesticas,33
9148,15033,esporte_lazer,99
9149,10540,esporte_lazer,107
9150,9421,esporte_lazer,28
9151,15825,beleza_saude,19
9152,15241,informatica_acessorios,84
9153,13205,beleza_saude,370
9154,1912,cama_mesa_banho,83
9155,6838,moveis_decoracao,69
9156,8300,informatica_acessorios,99
9157,516,beleza_saude,107
9158,9476,esporte_lazer,98
9159,2119,cama_mesa_banho,44
9160,14838,esporte_lazer,29
9161,3032,utilidades_domesticas,65
9162,5754,moveis_decoracao,89
9163,13340,cama_mesa_banho,149
9164,6606,automotivo,1890
9165,9292,cama_mesa_banho,69
9166,1750,esporte_lazer,99
9167,6383,moveis_decoracao,16
9168,12492,beleza_saude,135
9169,6867,utilidades_domesticas,139
9170,8051,cama_mesa_banho,69
9171,7140,beleza_saude,66
9172,260,informatica_acessorios,89
9173,14060,cama_mesa_banho,49
9174,16325,beleza_saude,49
9175,6974,esporte_lazer,27
9176,9635,beleza_saude,414
9177,5843,esporte_lazer,139
9178,11528,beleza_saude,88
9179,11755,esporte_lazer,69
9180,3958,cama_mesa_banho,59
9181,3506,informatica_acessorios,89
9182,4940,cama_mesa_banho,86
9183,660,automotivo,339
9184,10997,informatica_acessorios,99
9185,2016,utilidades_domesticas,395
9186,11495,cama_mesa_banho,69
9187,1914,beleza_saude,288
9188,9188,beleza_saude,11
9189,13340,cama_mesa_banho,159
9190,9105,cama_mesa_banho,205
9191,12329,cama_mesa_banho,114
9192,14117,automotivo,169
9193,15009,utilidades_domesticas,97
9194,14253,automotivo,13
9195,16793,cama_mesa_banho,80
9196,853,beleza_saude,23
9197,6716,esporte_lazer,144
9198,10745,cama_mesa_banho,42
9199,628,informatica_acessorios,221
9200,14381,esporte_lazer,34
9201,192,esporte_lazer,84
9202,2371,informatica_acessorios,39
9203,9721,esporte_lazer,46
9204,5790,informatica_acessorios,41
9205,6910,cama_mesa_banho,259
9206,9618,cama_mesa_banho,56
9207,12018,moveis_decoracao,99
9208,11007,beleza_saude,26
9209,3910,esporte_lazer,65
9210,8296,beleza_saude,325
9211,7594,informatica_acessorios,98
9212,1731,cama_mesa_banho,47
9213,15656,automotivo,17
9214,9158,automotivo,30
9215,718,esporte_lazer,24
9216,16733,automotivo,249
9217,2052,utilidades_domesticas,44
9218,12412,esporte_lazer,614
9219,16040,esporte_lazer,49
9220,4567,utilidades_domesticas,120
9221,12484,esporte_lazer,129
9222,14665,cama_mesa_banho,44
9223,4243,cama_mesa_banho,79
9224,3920,beleza_saude,110
9225,4418,automotivo,165
9226,6838,moveis_decoracao,69
9227,14943,informatica_acessorios,149
9228,14597,automotivo,119
9229,7856,cama_mesa_banho,53
9230,16149,utilidades_domesticas,41
9231,5629,automotivo,24
9232,4228,informatica_acessorios,149
9233,16775,cama_mesa_banho,119
9234,3490,moveis_decoracao,99
9235,7698,informatica_acessorios,61
9236,4641,cama_mesa_banho,99
9237,3853,esporte_lazer,99
9238,16403,utilidades_domesticas,79
9239,4470,esporte_lazer,199
9240,10440,utilidades_domesticas,23
9241,4940,cama_mesa_banho,86
9242,5125,informatica_acessorios,179
9243,12041,moveis_decoracao,39
9244,7602,moveis_decoracao,59
9245,15544,beleza_saude,69
9246,16380,informatica_acessorios,118
9247,3089,esporte_lazer,47
9248,4725,informatica_acessorios,38
9249,5305,cama_mesa_banho,49
9250,13505,esporte_lazer,89
9251,12178,informatica_acessorios,19
9252,2522,moveis_decoracao,40
9253,1698,moveis_decoracao,105
9254,12554,cama_mesa_banho,135
9255,3683,esporte_lazer,169
9256,8881,cama_mesa_banho,24
9257,10727,beleza_saude,55
9258,15421,moveis_decoracao,17
9259,13380,utilidades_domesticas,55
9260,8051,cama_mesa_banho,69
9261,10872,automotivo,39
9262,11759,beleza_saude,16
9263,15862,beleza_saude,59
9264,11740,esporte_lazer,132
9265,9935,beleza_saude,90
9266,14479,esporte_lazer,109
9267,12804,moveis_decoracao,24
9268,134,informatica_acessorios,110
9269,13651,beleza_saude,110
9270,9119,esporte_lazer,317
9271,8572,informatica_acessorios,38
9272,12510,moveis_decoracao,75
9273,4707,esporte_lazer,69
9274,16501,moveis_decoracao,39
9275,12894,esporte_lazer,139
9276,15887,beleza_saude,27
9277,13535,cama_mesa_banho,110
9278,7919,esporte_lazer,72
9279,8720,esporte_lazer,39
9280,7155,informatica_acessorios,29
9281,8051,cama_mesa_banho,69
9282,2465,moveis_decoracao,139
9283,15378,esporte_lazer,69
9284,2811,informatica_acessorios,31
9285,8296,beleza_saude,325
9286,9392,beleza_saude,44
9287,8950,cama_mesa_banho,80
9288,11292,cama_mesa_banho,115
9289,15719,beleza_saude,119
9290,6505,utilidades_domesticas,104
9291,2565,informatica_acessorios,27
9292,11773,cama_mesa_banho,119
9293,3971,esporte_lazer,112
9294,10684,esporte_lazer,152
9295,1388,informatica_acessorios,84
9296,12341,moveis_decoracao,69
9297,3087,moveis_decoracao,59
9298,3910,esporte_lazer,65
9299,12926,utilidades_domesticas,39
9300,5612,informatica_acessorios,38
9301,3980,utilidades_domesticas,156
9302,13226,utilidades_domesticas,37
9303,3227,beleza_saude,29
9304,14308,moveis_decoracao,159
9305,1032,informatica_acessorios,99
9306,16766,esporte_lazer,109
9307,4454,moveis_decoracao,108
9308,11744,informatica_acessorios,56
9309,7021,informatica_acessorios,105
9310,11553,cama_mesa_banho,69
9311,6588,informatica_acessorios,99
9312,11844,cama_mesa_banho,75
9313,12322,utilidades_domesticas,28
9314,6838,moveis_decoracao,69
9315,3194,informatica_acessorios,175
9316,15726,automotivo,154
9317,5960,esporte_lazer,100
9318,6633,esporte_lazer,32
9319,9951,cama_mesa_banho,166
9320,3227,beleza_saude,29
9321,7998,moveis_decoracao,39
9322,10521,informatica_acessorios,79
9323,12719,utilidades_domesticas,62
9324,3506,informatica_acessorios,89
9325,3352,esporte_lazer,209
9326,15363,informatica_acessorios,31
9327,14687,beleza_saude,288
9328,13373,informatica_acessorios,79
9329,11071,informatica_acessorios,38
9330,6680,beleza_saude,179
9331,5618,automotivo,139
9332,459,cama_mesa_banho,159
9333,853,beleza_saude,19
9334,15185,automotivo,117
9335,14988,cama_mesa_banho,200
9336,15304,utilidades_domesticas,24
9337,14024,moveis_decoracao,119
9338,8542,cama_mesa_banho,65
9339,6507,moveis_decoracao,151
9340,13533,esporte_lazer,113
9341,976,cama_mesa_banho,52
9342,13373,informatica_acessorios,79
9343,853,beleza_saude,23
9344,7536,cama_mesa_banho,35
9345,1117,informatica_acessorios,34
9346,1261,cama_mesa_banho,69
9347,10540,esporte_lazer,107
9348,206,cama_mesa_banho,26
9349,10557,automotivo,19
9350,6680,beleza_saude,166
9351,14510,informatica_acessorios,47
9352,1901,esporte_lazer,175
9353,743,beleza_saude,61
9354,13935,automotivo,559
9355,15762,automotivo,90
9356,12701,cama_mesa_banho,56
9357,8656,beleza_saude,98
9358,14614,cama_mesa_banho,26
9359,6418,esporte_lazer,179
9360,8051,cama_mesa_banho,69
9361,3283,beleza_saude,82
9362,2397,utilidades_domesticas,259
9363,3868,beleza_saude,84
9364,6392,utilidades_domesticas,16
9365,13985,informatica_acessorios,149
9366,8005,cama_mesa_banho,121
9367,8300,informatica_acessorios,99
9368,1879,automotivo,50
9369,16098,beleza_saude,19
9370,942,beleza_saude,122
9371,4207,cama_mesa_banho,40
9372,7953,moveis_decoracao,84
9373,4111,esporte_lazer,39
9374,9762,utilidades_domesticas,64
9375,10995,cama_mesa_banho,109
9376,12280,esporte_lazer,54
9377,4929,beleza_saude,29
9378,2065,informatica_acessorios,52
9379,14060,cama_mesa_banho,49
9380,2576,cama_mesa_banho,26
9381,875,beleza_saude,61
9382,12405,utilidades_domesticas,135
9383,16041,utilidades_domesticas,75
9384,7140,beleza_saude,64
9385,8058,moveis_decoracao,149
9386,2439,beleza_saude,729
9387,3925,moveis_decoracao,299
9388,6712,cama_mesa_banho,27
9389,4261,automotivo,59
9390,8714,esporte_lazer,21
9391,14988,cama_mesa_banho,205
9392,1493,cama_mesa_banho,34
9393,4263,cama_mesa_banho,89
9394,13300,moveis_decoracao,29
9395,13133,moveis_decoracao,101
9396,7697,cama_mesa_banho,68
9397,3672,informatica_acessorios,68
9398,4567,utilidades_domesticas,94
9399,12457,moveis_decoracao,279
9400,2812,informatica_acessorios,389
9401,4698,beleza_saude,29
9402,11504,moveis_decoracao,31
9403,5188,esporte_lazer,139
9404,942,beleza_saude,122
9405,15384,moveis_decoracao,32
9406,968,cama_mesa_banho,108
9407,5113,moveis_decoracao,42
9408,2232,beleza_saude,154
9409,15058,utilidades_domesticas,24
9410,16107,automotivo,17
9411,14852,cama_mesa_banho,119
9412,7708,informatica_acessorios,67
9413,2119,cama_mesa_banho,44
9414,10707,automotivo,418
9415,12284,cama_mesa_banho,25
9416,9583,utilidades_domesticas,32
9417,7708,informatica_acessorios,64
9418,11707,beleza_saude,64
9419,12150,cama_mesa_banho,80
9420,15903,informatica_acessorios,182
9421,2535,utilidades_domesticas,98
9422,12083,esporte_lazer,217
9423,16446,utilidades_domesticas,59
9424,10876,cama_mesa_banho,116
9425,865,automotivo,56
9426,16685,utilidades_domesticas,94
9427,14468,informatica_acessorios,37
9428,6019,cama_mesa_banho,179
9429,2801,moveis_decoracao,10
9430,11759,beleza_saude,16
9431,3157,moveis_decoracao,458
9432,853,beleza_saude,19
9433,8535,moveis_decoracao,99
9434,7512,automotivo,39
9435,4744,automotivo,49
9436,13441,esporte_lazer,55
9437,15261,beleza_saude,99
9438,4137,cama_mesa_banho,89
9439,6498,moveis_decoracao,35
9440,1975,informatica_acessorios,22
9441,10933,utilidades_domesticas,30
9442,2270,moveis_decoracao,179
9443,8296,beleza_saude,325
9444,4940,cama_mesa_banho,89
9445,16554,beleza_saude,38
9446,15056,cama_mesa_banho,69
9447,4228,informatica_acessorios,119
9448,13590,informatica_acessorios,229
9449,2457,beleza_saude,81
9450,1731,cama_mesa_banho,47
9451,12887,beleza_saude,775
9452,12415,automotivo,20
9453,16318,cama_mesa_banho,69
9454,11058,beleza_saude,1299
9455,15193,cama_mesa_banho,259
9456,8977,utilidades_domesticas,23
9457,4709,automotivo,99
9458,8992,utilidades_domesticas,75
9459,5641,beleza_saude,65
9460,2822,esporte_lazer,98
9461,7575,beleza_saude,189
9462,2089,beleza_saude,29
9463,2984,beleza_saude,100
9464,815,beleza_saude,14
9465,2554,utilidades_domesticas,19
9466,14943,informatica_acessorios,149
9467,5252,utilidades_domesticas,59
9468,228,informatica_acessorios,29
9469,10727,beleza_saude,35
